title,label,processed_title,high_priority_flag
가족수요예배 안내   월,0,가족 수요 예배 안내,0
    학년도 수시 신입학 면접고사 건물 출입 통제,0,수시 입학 면접 고사 건물 출입 통제,1
함께 이벤트,0,이벤트,0
가족수요예배 안내   월,0,가족 수요 예배 안내,0
대상  사각지대 없는 교양교육 프로그램 개발 연구 공모 안내,0,대상 사각지대 교양 교육 프로그램 개발 연구 공모 안내,1
,0,,0
    학년도 겨울방학 영어캠프 보조교사 모집,1,겨울 방학 영어 캠프 보조 교사 모집,0
가족수요예배 안내   월,0,가족 수요 예배 안내,0
등 재학생 현황,0,재학생 현황,0
가족수요예배,0,가족 수요 예배,0
동작 프로젝트 참여자 동작 청년,1,동작 프로젝트 참여자 동작 청년,0
가족수요예배,0,가족 수요 예배,0
 벤처중소기업센터 신규기업,0,벤처 중소기업 센터 신규 기업,0
홈페이지 및 시스템 개선을 위한 홈페이지 서비스 일시 중단 안내,0,홈페이지 시스템 개선 홈페이지 서비스 일시 중단 안내,0
가족수요예배,0,가족 수요 예배,0
가족수요예배,0,가족 수요 예배,0
    학년도 전기 대학원 정시모집 안내      graduate school admission ,0,전기 대학원 정시 모집 안내 graduate school admission,0
,0,,0
    년 서울시 청년 지원사업  차 참여자 모집,0,서울시 청년 지원 사업 참여자 모집,0
안내,0,안내,0
,0,,0
    학년도  학기 장애대학생 추가 채용 안내,1,장애 대학생 추가 채용 안내,0
홍보,0,홍보,0
함께하는 직무 홍보,1,직무 홍보,0
차세대반도체학과  학기 과목 조교 모집 ,0,차세대 반도체 학과 과목 조교 모집,1
학습 도우미 모집,1,학습 도우미 모집,0
    년,0,,0
사업단  차세대 및 근로 학생 모집,1,사업단 차세대 근로 학생 모집,0
    학년도  학기 장애학생 교육지원인력 채용 안내,1,장애 학생 교육 지원 인력 채용 안내,0
    학년도  학기 장애대학생 교육지원인력 신청 안내,1,장애 대학생 교육 지원 인력 신청 안내,0
홈페이지 시스템 개선을 위한 홈페이지 서비스 일시 중단 안내,0,홈페이지 시스템 개선 홈페이지 서비스 일시 중단 안내,0
 기념품 안내,0,기념품 안내,0
    년 콘테스트 공모전,1,콘테스트 공모전,1
,0,,0
    년 안내,1,안내,0
진로취업 진로취업 캠프 안내,1,진로 취업 진로 취업 캠프 안내,1
국민취업지원제도 소개,1,국민 취업 지원 제도 소개,1
기반 서울시 홍보,0,기반 서울시 홍보,0
정보서비스 개발 사업 운영 지원자 모집,1,정보 서비스 개발 사업 운영 지원 모집,0
대학생 및 참여자 모집,1,대학생 참여자 모집,0
    년 장애인 공모 안내,1,장애인 공모 안내,0
현직자 함께하는 직무,1,현직자 직무,0
    년 서울시 청년 지원사업 참여자 모집,0,서울시 청년 지원 사업 참여자 모집,0
지원 대상 ,1,지원 대상,0
    년 방문,1,방문,0
모니터링 모집,1,모니터링 모집,0
    년  장애인 인권 개최,1,장애인 인권 개최,0
 공고,0,공고,0
학교 벤처중소기업센터 신규기업,0,학교 벤처 중소기업 센터 신규 기업,0
     모집안내,1,모집 안내,0
대학생 홍보,0,대학생 홍보,0
개인정보,0,개인정보,0
재학생 이메일 사용 안내,0,재학생 메일 사용 안내,0
    학년도 신입생 이벤트,0,신입생 이벤트,0
 모집,0,모집,0
 선정 모집,0,선정 모집,0
훈련생 모집,0,훈련 모집,0
    년 신청 안내,0,신청 안내,0
    학년도  학기 장애학생 국가근로 도우미 지원 신청 안내,0,장애 학생 국가 근로 도우미 지원 신청 안내,0
    학년도  학기 장애대학생 교육지원인력 신청 안내,1,장애 대학생 교육 지원 인력 신청 안내,0
    학년도  학기 장애학생 선수강신청 및 강의실 변경신청 안내,0,장애 학생 수강신청 강의실 변경 신청 안내,0
소개,0,소개,0
제 회 전국 대학생 창업경진대회,1,전국 대학생 창업 경진 대회,0
개인정보처리방침 변경 공지,0,개인정보 처리 방침 변경 공지,0
시 개인정보 처리 및,0,개인정보 처리,0
    ,1,,0
면접고사 건물 출입 통제,0,면접 고사 건물 출입 통제,1
  창업지원단  수강생 모집,0,창업지원단 수강생 모집,0
동작,1,동작,0
    년 실태조사 참여 안내,0,실태 조사 참여 안내,0
 회차 대학원생 대상 장애인식개선교육 수강 안내,0,대학원생 대상 장애인 개선 교육 수강 안내,1
 경영대학원 안내,0,경영대학원 안내,0
kt  기 대학생 모집,1,kt 대학생 모집,0
아카데미 교육생 수시모집,0,아카데미 교육 수시 모집,0
     장애대학생 진로취업 워크숍 안내,1,장애 대학생 진로 취업 워크숍 안내,1
,1,,0
    년 제 회 장애인식개선교육 수강 대학원생 대상 ,0,장애인 개선 교육 수강 대학원생 대상,1
 벤처중소기업센터 신규기업,0,벤처 중소기업 센터 신규 기업,0
  캠퍼스타운  아이디어 경진대회 모집,1,캠퍼스 타운 아이디어 경진 대회 모집,0
  창업지원단  수강생 모집,1,창업지원단 수강생 모집,0
시험 특허 기술,1,시험 특허 기술,0
대한민국 콘텐츠 및 참여 안내,1,대한민국 콘텐츠 참여 안내,0
장애 인식 영상 콘텐츠 공모전,1,장애 인식 영상 콘텐츠 공모전,1
 벤처중소기업센터 신규 입주기업,0,벤처 중소기업 센터 신규 입주 기업,0
장애인 인턴 모집 공고,1,장애인 인턴 모집 공고,1
    학년도  학기 장애대학생 교육지원인력 신청 안내,1,장애 대학생 교육 지원 인력 신청 안내,0
인식개선 안내,1,인식 개선 안내,0
    학년도  학기 장애학생 교육지원인력 채용 안내,1,장애 학생 교육 지원 인력 채용 안내,0
    학년도  학기  현장실습 참여 안내,0,현장실습 참여 안내,1
진로취업센터  월,1,진로 취업 센터,1
  캠퍼스타운  스타트업 고도화 지원사업 모집,0,캠퍼스 타운 스타트업 고도 지원 사업 모집,0
진로취업센터  월,1,진로 취업 센터,1
    년 장애인 안내,1,장애인 안내,0
    ,0,,0
여름방학 장애 대학생 강화 무료,1,여름 방학 장애 대학생 강화 무료,0
대학생을 위한 및,1,대학생,0
개인정보보호,0,개인정보 보호,0
,0,,0
    년 제 장애대학 원 생 씨알캠프 참여 모집,0,장애 대학 씨알 캠프 참여 모집,0
장애대학생 공공기관 프로그램 안내,1,장애 대학생 공공 기관 프로그램 안내,1
sk c c 장애대학생 취업역량강화 무료 it 교육 안내,1,sk 장애 대학생 취업 역량 강화 무료 교육 안내,1
수 있는 안내,0,안내,0
사실 공고,0,사실 공고,0
대상 안내,0,대상 안내,0
    학년도  학기 신 편입생 학생증 스마트카드  신청 학부생 및 대상 ,0,편입 학생증 스마트카드 신청 학부생 대상,0
     대학생 동아리 지원 사업 안내,0,대학생 동아리 지원 사업 안내,0
    학년도 추가선발 공지,0,추가 선발 공지,0
    학년도  학기 신 편입생 학생증 스마트카드  신청 대학원생,0,편입 학생증 스마트카드 신청 대학원생,1
장애대학생 공모전 안내,1,장애 대학생 공모전 안내,1
    학년도  학기 장애학생 교육지원인력 채용 안내,1,장애 학생 교육 지원 인력 채용 안내,0
안내,0,안내,0
u saint ms 안내,0,saint 안내,0
    학년도  학기 및 장애대학 원 생 교재 제작 신청 안내,0,장애 대학 교재 제작 신청 안내,0
    학년도  학기 장애대학생 교육지원인력 신청 안내,1,장애 대학생 교육 지원 인력 신청 안내,0
    학년도  학기 장애학생 선수강신청 및 강의실 변경신청 안내,0,장애 학생 수강신청 강의실 변경 신청 안내,0
    년 지원 안내,0,지원 안내,0
장애인식개선교육 수강 대학원생 대상 ,0,장애인 개선 교육 수강 대학원생 대상,1
사회적 안내,0,사회 안내,0
이용 장애인 대상 모집,0,이용 장애인 대상 모집,0
    년 프로그램   차  안내,0,프로그램 안내,1
    년 프로그램 안내,0,프로그램 안내,1
위한,0,,0
    년도  학기 및 대학 원 생 교재 안내,0,대학 교재 안내,0
    학년도  학기 신입생 학생증 스마트카드  신청 대학원생,0,신입생 학생증 스마트카드 신청 대학원생,1
지원 안내,0,지원 안내,0
장애학생 대상 국가근로 학부생 도우미 지원,0,장애 학생 대상 국가 근로 학부생 도우미 지원,0
프로그램 안내,1,프로그램 안내,1
프로그램 안내,1,프로그램 안내,1
현황 참여 안내,0,현황 참여 안내,0
     씨알캠프 참여자 모집,0,씨알 캠프 참여자 모집,0
     장애대학생 공모전 개최 안내,1,장애 대학생 공모전 개최 안내,1
운영,0,운영,0
시스템 전환 안내,0,시스템 전환 안내,0
장애학생 대상 온라인 강의 수강 관련 지원 안내,0,장애 학생 대상 온라인 강의 수강 관련 지원 안내,0
장애학생 대상 진로 코칭 및 상담 신청 안내,1,장애 학생 대상 진로 코칭 상담 신청 안내,0
대상 안내,0,대상 안내,0
    학년도  학기 중앙도서관 사용 등 ,0,중앙도서관 사용,0
    학년도 장애대학생 디지털 지원사업 신청 안내,0,장애 대학생 디지털 지원 사업 신청 안내,0
장애학생 대상 온라인 수강 관련 지원 신청 안내,0,장애 학생 대상 온라인 수강 관련 지원 신청 안내,0
    학년도  학기 수강신청 일정 따른 개방 안내,0,수강신청 일정 개방 안내,0
 내국인 학생 중지,0,내국인 학생 중지,0
    년  월 조만식기념관 실내 이용신청,0,조만식 기념관 실내 이용 신청,0
관련 안내,0,관련 안내,0
    년  월 조만식기념관 실내 이용신청 안내,0,조만식 기념관 실내 이용 신청 안내,0
    학년도 일자 및 장소,0,일자 장소,0
    년  월 조만식기념관 실내 이용신청 안내,0,조만식 기념관 실내 이용 신청 안내,0
    년   월 조만식기념관 실내 체육관 이용신청 안내,0,조만식 기념관 실내 체육관 이용 신청 안내,0
     교육 분야 지원,1,교육 분야 지원,0
교육연구조교b 채용 공고,0,교육 연구 조교 채용 공고,1
    년  월 조만식기념관 체육관 이용신청 안내,0,조만식 기념관 체육관 이용 신청 안내,0
및 장애대학 원 생 대한 제작 신청 안내,0,장애 대학 제작 신청 안내,0
 창업지원단  아카데미 수강생 모집,1,창업지원단 아카데미 수강생 모집,0
 공지        학기 참여 안내,1,공지 참여 안내,0
 공지      학년도 학교 캠퍼스 사진공모전,1,공지 학교 캠퍼스 사진 공모전,1
학사조교 모집,0,학사 조교 모집,1
 공지      학년도  학기 성적향상장학금 추가 신청 안내,0,공지 성적 향상 장학금 추가 신청 안내,0
    년 여름방학 영어캠프 보조교사,1,여름 방학 영어 캠프 보조 교사,0
청년 추가모집,1,청년 추가 모집,0
    년  월 조만식기념관 체육관 이용신청 안내,0,조만식 기념관 체육관 이용 신청 안내,0
포함  성적처리 일정 안내,0,포함 성적 처리 일정 안내,0
본교 전체  월,0,본교 전체,0
    년  월 조만식기념관 체육관 이용신청 안내,0,조만식 기념관 체육관 이용 신청 안내,0
안내,0,안내,0
     창업,1,창업,0
나눔 안내,0,안내,0
 기 모집 공고,1,모집 공고,0
    년  월 조만식기념관 체육관 이용신청 안내,0,조만식 기념관 체육관 이용 신청 안내,0
 공지   월 가족수요예배 안내,0,공지 가족 수요 예배 안내,0
관한 의견수렴 공고,0,의견 수렴 공고,0
    학년도  캠퍼스 사진공모전,1,캠퍼스 사진 공모전,1
    년 상반기 주요 기업 채용 대비 직무적성검사 신청 안내,1,기업 채용 대비 직무 적성 검사 신청 안내,0
    년  월 조만식기념관 체육관 이용신청 안내,0,조만식 기념관 체육관 이용 신청 안내,0
    학년도 신입생 학부모 개최 안내,0,신입생 학부모 개최 안내,0
 월 가족수요예배 안내,0,가족 수요 예배 안내,0
    년  월 조만식기념관 체육관 이용신청 안내,0,조만식 기념관 체육관 이용 신청 안내,0
장애대학생 도우미 지원 신청 및 활동 신청 안내,1,장애 대학생 도우미 지원 신청 활동 신청 안내,0
    년도  학기 예비군 신청 안내,0,예비군 신청 안내,0
      학기 안내,0,안내,0
    년  월 조만식기념관 체육관 이용신청 안내,0,조만식 기념관 체육관 이용 신청 안내,0
    년   월 조만식기념관 체육관 이용신청 안내,0,조만식 기념관 체육관 이용 신청 안내,0
모집 등 홍보 수,0,모집 홍보,0
    학년도 겨울방학 보조교사 모집,1,겨울 방학 보조 교사 모집,0
함께 박물관 문화 아카데미 개최 안내 ,0,박물관 문화 아카데미 개최 안내,0
공모전,1,공모전,1
박물관 문화 아카데미 함께,0,박물관 문화 아카데미,0
    년   월 조만식기념관 체육관 이용신청 안내,0,조만식 기념관 체육관 이용 신청 안내,0
    년   월 조만식기념관 체육관 이용신청 안내,0,조만식 기념관 체육관 이용 신청 안내,0
      학기 교육연구조교 추가모집,0,교육 연구 조교 추가 모집,1
    년  월 조만식기념관 체육관 이용신청 안내,0,조만식 기념관 체육관 이용 신청 안내,0
멘토링 봉사단  기 대학생 모집,1,멘토링 봉사단 대학생 모집,0
      학기 장애대학생 및 신청 안내,1,장애 대학생 신청 안내,0
    년  월 조만식기념관 체육관 이용신청 안내,0,조만식 기념관 체육관 이용 신청 안내,0
    학년도 캠퍼스 사진공모전 심사 결과 발표,1,캠퍼스 사진 공모전 심사 결과 발표,1
    학년도 제 학기 조회 안내,0,조회 안내,0
    년  월 조만식기념관 체육관 이용신청 안내,0,조만식 기념관 체육관 이용 신청 안내,0
본교 전체,0,본교 전체,0
 긴급      학년도 졸업앨범 및 촬영 안내,0,긴급 졸업앨범 촬영 안내,0
    학년도 하계방학 신청 안내,1,하계 방학 신청 안내,0
조만식기념관 체육관  월 이용신청 안내,0,조만식 기념관 체육관 이용 신청 안내,0
체육관  월 이용신청 안내,0,체육관 이용 신청 안내,0
하계 접수,1,하계,0
    년  월 조만식기념관 체육관 이용신청 접수 안내,0,조만식 기념관 체육관 이용 신청 안내,0
    학년도 하계 접수 지원,1,하계 지원,0
하계 접수 지원,1,하계 지원,0
 국제교육원  대비 안내,1,국제 교육원 대비 안내,0
    년  월 조만식기념관 체육관 대관 신청 안내,0,조만식 기념관 체육관 대관 신청 안내,0
및 안내,0,안내,0
    년  월 조만식기념관 체육관 이용신청 안내,0,조만식 기념관 체육관 이용 신청 안내,0
예비군,0,예비군,0
활용 수강 안내,0,활용 수강 안내,0
장애대학생 및 지원 신청 안내,1,장애 대학생 지원 신청 안내,0
조만식기념관 체육관  월 안내,0,조만식 기념관 체육관 안내,0
 월 본교 전체 안내,0,본교 전체 안내,0
    년  월 조만식기념관 체육관 안내,0,조만식 기념관 체육관 안내,0
상담 관리 운영 안내,0,상담 관리 운영 안내,0
    년 졸업생,0,졸업,0
조만식기념관 체육관   월 이용신청 안내,0,조만식 기념관 체육관 이용 신청 안내,0
교내 건물 신입학,0,교내 건물 입학,0
모집      학년도 대학생 참여자 모집,0,모집 대학생 참여자 모집,0
    학년도 동계방학 추가모집,1,동계 방학 추가 모집,0
  월 신규 프로그램 안내,1,신규 프로그램 안내,1
건물 출입 통제 신입학 면접,0,건물 출입 통제 입학 면접,1
    년   월 조만식기념관 체육관 신청 안내,0,조만식 기념관 체육관 신청 안내,0
안내,0,안내,0
    학년도 동계방학 프로그램 안내,1,동계 방학 프로그램 안내,1
교양교과목 위한 설문조사 안내,0,교양 교과목 설문 조사 안내,1
    년   월 조만식기념관 체육관 이용신청 안내,0,조만식 기념관 체육관 이용 신청 안내,0
참가자 모집,1,참가자 모집,0
    학년도  학기 촬영 안내,0,촬영 안내,0
 학기 촬영 안내,0,촬영 안내,0
오리엔테이션 안내,0,오리엔테이션 안내,0
 학기 모집,1,모집,0
 기 모집,1,모집,0
      학기 장애대학생 및 지원 신청 안내,1,장애 대학생 지원 신청 안내,0
    년  월 조만식기념관 체육관 이용신청 안내,0,조만식 기념관 체육관 이용 신청 안내,0
경제학과 모집,0,경제학 모집,0
관리운영팀 모집 안내 ,0,관리 운영 팀 모집 안내,0
    년 동영상 교육 신규 수강생 추가 모집,0,동영상 교육 신규 수강생 추가 모집,0
모집,1,모집,0
함께 자원봉사자 모집,1,자원봉사 모집,0
    학년도 선발 안내,0,선발 안내,0
    학년도 장학생 선발 안내,0,장학생 선발 안내,0
 직원 채용,0,직원 채용,0
     외국인 유학생 채용박람회,1,외국인 유학생 채용 박람회,0
 스포츠학부 채용공고,0,스포츠 학부 채용 공고,0
자원봉사자 모집,1,자원봉사 모집,0
    학년도  학기 학자금 대출이자 지원 안내,0,학자금 대출 이자 지원 안내,0
    학년도 장학생 선발 안내,0,장학생 선발 안내,0
    학년도  학기 성보장학회 장학생 선발 안내,0,성보 장학회 장학생 선발 안내,1
모집,1,모집,0
꿈드림 학습 멘토 모집,1,드림 학습 멘토 모집,0
,1,,0
           ,0,,0
    관련 변경사항 안내,0,관련 변경 사항 안내,0
       졸업예정자 중 조기취업자의 출석 인정 안내,0,졸업 예정자 조기 취업자 출석 인정 안내,1
수강생 모집 마감 ,1,수강생 모집,0
      학기 장학금 신청 안내,0,장학금 신청 안내,0
      학기 발급 및 수정 안내,0,발급 수정 안내,0
글로벌 대학생 창업동아리 참가팀 및 지원 ,1,글로벌 대학생 창업 동아리 참가 팀 지원,0
    학년도 선발 안내,0,선발 안내,0
       사랑나눔 장학생 모집 안내,0,사랑 장학생 모집 안내,0
     자원봉사자 모집,1,자원봉사 모집,0
고려대학교 대학생 자원봉사자 모집,1,고려대학교 대학생 자원봉사 모집,0
     여름계절제 시험 안내,0,여름 계절제 시험 안내,1
     여름계절제 시험 안내,0,여름 계절제 시험 안내,1
       지원 안내,0,지원 안내,0
대학생 자원봉사자 모집,1,대학생 자원봉사 모집,0
자원봉사자 모집,1,자원봉사 모집,0
여름방학 대학생 멘토링 멘토 모집,1,여름 방학 대학생 멘토링 멘토 모집,0
      학기 융합전공 안내,0,융합 전공 안내,0
     대학생 봉사단 모집,1,대학생 봉사단 모집,0
al gore 국제환경ngo 기후프로젝트 모집,1,al gore 국제 환경 기후 프로젝트 모집,0
     여름계절제 제출 안내,1,여름 계절제 제출 안내,1
외교부 대학생 모집,1,외교부 대학생 모집,0
선발 안내,1,선발 안내,0
경영대학 모집,0,경영 대학 모집,0
       삼성드림클래스 추가선발,0,삼성 드림 클래스 추가 선발,0
포럼 대학생 서포터즈 모집,1,포럼 대학생 서포터즈 모집,1
    년 여름방학 영어캠프 보조교사 모집,1,여름 방학 영어 캠프 보조 교사 모집,0
멘토링 대학생 모집,1,멘토링 대학생 모집,0
     여름학기 외국인 유학생 도우미 안내,1,여름 외국인 유학생 도우미 안내,0
교육개발센터 프로그램 참여 재학생 공모전 안내,1,교육 개발 센터 프로그램 참여 재학생 공모전 안내,1
모집,1,모집,0
안내,1,안내,0
여름방학 영어캠프 모집,1,여름 방학 영어 캠프 모집,0
 직원 채용,0,직원 채용,0
    년  월 조만식기념관 체육관 안내,0,조만식 기념관 체육관 안내,0
모집,1,모집,0
    학년도 선발,0,선발,0
      기 교육생 모집,1,교육 모집,0
함께 할,1,,0
       기 대학생 봉사단 모집,1,대학생 봉사단 모집,0
      학기 성적처리 기한 내 제한 안내,0,성적 처리 제한 안내,0
 긴급        학기 다전공 신청 일정 변경 안내,0,긴급 다전공 신청 일정 변경 안내,0
     하계 도우미 참가자 모집 안내,1,하계 도우미 참가자 모집 안내,0
면접 특강 안내,1,면접 특강 안내,1
     여름학기 외국인 유학생 도우미 합격 및 오리엔테이션 공고,1,여름 외국인 유학생 도우미 합격 오리엔테이션 공고,0
     참가자 모집,1,참가자 모집,0
외국인,0,외국인,0
개최 안내,1,개최 안내,0
     in 참여 안내,1,참여 안내,0
참가자 모집,1,참가자 모집,0
       및 제출 안내,0,제출 안내,0
     한일중 대학생 교류 프로그램 참가자 모집 안내,1,한일 대학생 교류 프로그램 참가자 모집 안내,1
      사업 심포지엄 모집 완료,0,사업 심포지엄 모집 완료,0
      학기,1,,0
design 참가학생 모집,1,design 참가 학생 모집,0
참가학생 모집,1,참가 학생 모집,0
ict 참가학생 모집,1,ict 참가 학생 모집,0
모집 안내,0,모집 안내,0
등,1,,0
서울 투어,0,서울 투어,0
    년  월 졸업예정자 및 실시 안내,0,졸업 예정자 실시 안내,0
지원       참가자 모집 안내,1,지원 참가자 모집 안내,0
,1,,0
국제 유학생 축제  ,1,국제 유학생 축제,0
융합,1,융합,0
제 회 봉사자 모집,1,봉사자 모집,0
      학기 안내,0,안내,0
외국인 유학생 지원사업 참여자 모집,1,외국인 유학생 지원 사업 참여자 모집,0
     서울시 외국인 수강생,1,서울시 외국인 수강생,0
     차세대 안내,1,차세대 안내,0
     하계 대학생 재능봉사 캠프 모집,1,하계 대학생 재능 봉사 캠프 모집,0
     안내,1,안내,0
    학년도,1,,0
     여름학기 외국인 유학생 도우미 면접 공고,1,여름 외국인 유학생 도우미 면접 공고,1
      학기 채플 안내,0,채플 안내,1
    학년도 krx dream 장학생 선발안내,0,krx dream 장학생 선발 안내,0
     여름계절제  차 폐강과목 및 안내,0,여름 계절제 폐강 과목 안내,1
     만남,0,만남,0
경진대회 안내,1,경진 대회 안내,0
하반기,1,,0
안내,0,안내,0
안내,0,안내,0
 과제 지원 행정 채용공고,0,과제 지원 행정 채용 공고,0
 산학협력단 계약직 행정연구원 채용 공고,0,산학 협력 계약직 행정 연구원 채용 공고,0
각 군 현역병 모집일정     년 안내,0,현역병 모집 일정 안내,0
      학기 인문대학 교육연구조교 모집 공고,0,인문 대학 교육 연구 조교 모집 공고,1
 베어드교양대학 평화통일교육센터 단기 계약직,1,베어 교양 대학 평화통일 교육 센터 단기 계약직,1
    학년도  학기  경영대학원 강사 채용 공고,0,경영대학원 강사 채용 공고,0
      학기 생활관 관리운영팀 교육연구조교b 모집공고,0,생활관 관리 운영 팀 교육 연구 조교 모집 공고,1
 it대학 교학팀 학사조교 채용,0,it대학 교학 팀 학사 조교 채용,1
학사조교 채용공고,0,학사 조교 채용 공고,1
    학년도  학기 국제처 국제교육원 교육연구조교b 모집,0,국제 국제 교육원 교육 연구 조교 모집,1
 평화통일연구원 행정팀 계약직 직원 모집,1,평화 통일연구원 행정 팀 계약직 직원 모집,0
중앙도서관 교육연구조교,0,중앙도서관 교육 연구 조교,1
교육연구조교b 채용공고,0,교육 연구 조교 채용 공고,1
      학기 국제처 학부 외국인 유학생 담당 조교 교육연구조교b ,0,국제 학부 외국인 유학생 담당 조교 교육 연구 조교,1
 축구단  기 모집 공고,1,축구단 모집 공고,0
 계약직 채용공고,1,계약직 채용 공고,0
사회복지학부 교육연구조교,0,사회복지학 교육 연구 조교,1
 교학팀 계약직 직원,1,교학 팀 계약직 직원,0
      월 기업체 장애인 채용 안내,1,기업체 장애인 채용 안내,0
 사회과학대학  학사조교 채용 공고,0,사회과학 대학 학사 조교 채용 공고,1
 입학사정관 프로젝트 계약직 직원 모집 연장 ,1,입학 사정관 프로젝트 계약직 직원 모집,0
 교학팀 계약직 직원 모집,1,교학 팀 계약직 직원 모집,0
 일반대학원 대체  계약직 팀원 모집,1,일반 대학원 대체 계약직 팀원 모집,0
각 군 현역병 모집일정     년 안내,0,현역병 모집 일정 안내,0
 대외협력실 계약직 직원,1,대외 협력 계약직 직원,0
현역병,0,현역병,0
 교학팀 계약직 직원 모집,1,교학 팀 계약직 직원 모집,0
 산학협력단 직원 채용,1,산학 협력 직원 채용,0
    학년도  중앙도서관 계약직 직원,1,중앙도서관 계약직 직원,0
 교학팀 계약직 직원 모집,1,교학 팀 계약직 직원 모집,0
,1,,0
 대학일자리플러스사업단 진로취업센터 취업 컨설턴트,0,대학 일자리 플러스 사업단 진로 취업 센터 취업 컨설턴트,1
 입학사정관 계약직 직원 모집,1,입학 사정관 계약직 직원 모집,0
    년 이공계 장애 대학생 현장 신청 요강,1,이공 장애 대학생 현장 신청 요강,0
장애인 채용,1,장애인 채용,0
 대외협력실 계약직 직원,1,대외 협력 계약직 직원,0
 대학일자리플러스사업단 진로취업센터 취업 컨설턴트 모집,0,대학 일자리 플러스 사업단 진로 취업 센터 취업 컨설턴트 모집,1
 대외협력실 계약직 직원 모집,1,대외 협력 계약직 직원 모집,0
 산학협력단 직원 채용,1,산학 협력 직원 채용,0
기업체 장애인 채용 안내   년  월,1,기업체 장애인 채용 안내,0
장애인 청년인턴 채용 공고,1,장애인 청년 인턴 채용 공고,1
    년  상담팀 계약직 직원 마감 ,1,상담 팀 계약직 직원,0
현장실습학기제  기업  참여 안내,0,현장실습 학기제 기업 참여 안내,1
 축구단  기 추가 모집 공고,1,축구단 추가 모집 공고,0
 산학협력단 직원,1,산학 협력 직원,0
 기획팀 계약직 직원 모집,1,기획 팀 계약직 직원 모집,0
    년  신입직원 채용,1,신입 직원 채용,0
      학기 발전기금팀 교육연구조교 모집,0,발전 기금 팀 교육 연구 조교 모집,1
 산학협력단 계약직 직원 채용,1,산학 협력 계약직 직원 채용,0
  장애인 채용,1,장애인 채용,0
기업체 장애인 채용 안내,1,기업체 장애인 채용 안내,0
     학생 창업유망팀 공고,1,학생 창업 유망 팀 공고,0
 행정팀 계약직 직원,1,행정 팀 계약직 직원,0
    년 상반기 체험형 수시모집 공고,1,체험 수시 모집 공고,0
    년 장애인 특별전형 신입사원 모집공고,1,장애인 전형 신입사원 모집 공고,0
    학년도  중앙도서관 계약직 직원 교육 ,1,중앙도서관 계약직 직원 교육,0
 경영대학  회계학과 학사조교 채용 안내,0,경영 대학 회계학 학사 조교 채용 안내,1
 교양교육연구센터 교양교육연구팀 계약직 직원 모집,1,교양 교육 연구 센터 교양 교육 연구 팀 계약직 직원 모집,1
일반대학원 교학팀 교육연구조교,0,일반 대학원 교학 팀 교육 연구 조교,1
 입학사정관팀 대상 동아리 멘토,1,입학 사정관 팀 대상 동아리 멘토,0
 산학협력단 계약직 직원 채용 지원 ,1,산학 협력 계약직 직원 채용 지원,0
 행정팀 계약직 직원 모집,1,행정 팀 계약직 직원 모집,0
 행정팀 계약직 직원 모집,1,행정 팀 계약직 직원 모집,0
교육연구조교 모집 안내,0,교육 연구 조교 모집 안내,1
학교법인  후보자 공모,0,학교 법인 후보자 공모,0
 발전기금팀 계약직 직원 모집,1,발전 기금 팀 계약직 직원 모집,0
    년  생활관 관리운영팀 계약직 직원 모집,1,생활관 관리 운영 팀 계약직 직원 모집,0
    학년도  중앙도서관 계약직 직원 교육 ,1,중앙도서관 계약직 직원 교육,0
 계약직 경비  직원 및,1,계약직 경비 직원,0
 디지털혁신인재개발원 계약직 직원,1,디지털 혁신 인재 개발원 계약직 직원,0
 산학협력단 계약직 직원 채용 지원 ,1,산학 협력 계약직 직원 채용 지원,0
 산학협력단 전문직 직원 채용,1,산학 협력 전문직 직원 채용,0
    년,1,,0
 입학관리팀 대체  계약직 팀원 수정 ,1,입학 관리 팀 대체 계약직 팀원 수정,0
    학년도  중앙도서관 계약직 직원 모집,1,중앙도서관 계약직 직원 모집,0
학생처 학생서비스팀 교육연구조교 모집,0,학생 학생 서비스 팀 교육 연구 조교 모집,1
학교 장애학생지원센터 계약직 직원,1,학교 장애 학생 지원 센터 계약직 직원,0
회계학과 교육연구조교 채용,0,회계학 교육 연구 조교 채용,1
    년  월 각 군 현역병 모집계획,0,현역병 모집 계획,0
 경영대학        학기 교육연구조교 모집,0,경영 대학 교육 연구 조교 모집,1
서포터즈   기 모집,1,서포터즈 모집,1
 전임연구원 채용 공고,0,전임 연구원 채용 공고,0
 대체  계약직 팀원 모집,1,대체 계약직 팀원 모집,0
    년  경영대학 계약직 직원 모집,1,경영 대학 계약직 직원 모집,0
 교목실 계약직 직원 모집,1,교목 계약직 직원 모집,0
사회과학대학 및 법과대학 교학팀,0,사회과학 대학 대학 교학 팀,0
      학기 교육연구조교 모집,0,교육 연구 조교 모집,1
 교수학습혁신센터 계약직 직원 모집,1,교수 학습 혁신 센터 계약직 직원 모집,1
회계학과 교육연구조교 모집,0,회계학 교육 연구 조교 모집,1
교무처 교육연구조교 모집 대학원 재학생 대상 ,0,교무처 교육 연구 조교 모집 대학원 재학생 대상,1
 교양교육연구센터 교양교육연구팀 계약직 직원 추가 모집,1,교양 교육 연구 센터 교양 교육 연구 팀 계약직 직원 추가 모집,1
    년  경영대학 계약직 직원 모집,1,경영 대학 계약직 직원 모집,0
it대학 학사조교 채용 안내 마감 ,0,it대학 학사 조교 채용 안내,1
